,,,,,,,image uploaded into results,is this image relevant to the qurey? 1 or 0,,,
a person looking happy,celebA,subjective,"""smiling"", ""happy"", ""cheerful"", ""laughing"", ""joyful"", ""playful"", ""excited""","""sad"", ""angry"", ""serious"", ""frowning"", ""worried"", ""tired"", ""neutral""",Feedback,9,sub-Feed-2.png,1,1,1,1
a person looking happy,celebA,subjective,"""smiling"", ""happy"", ""cheerful"", ""laughing"", ""joyful"", ""playful"", ""excited""","""sad"", ""angry"", ""serious"", ""frowning"", ""worried"", ""tired"", ""neutral""",Feedback,10,sub-Feed-2.png,1,1,1,1
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",CLIP,1,sub-Clip-3.png,0,0,1,0
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",CLIP,2,sub-Clip-3.png,0,0,1,0
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",CLIP,3,sub-Clip-3.png,1,1,1,1
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",CLIP,4,sub-Clip-3.png,0,1,0,0
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",CLIP,5,sub-Clip-3.png,0,0,0,0
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",CLIP,6,sub-Clip-3.png,0,0,0,0
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",CLIP,7,sub-Clip-3.png,0,0,0,0
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",CLIP,8,sub-Clip-3.png,0,0,0,0
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",CLIP,9,sub-Clip-3.png,1,1,1,1
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",CLIP,10,sub-Clip-3.png,0,0,0,0
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",Feedback,1,sub-Feed-3.png,1,1,1,1
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",Feedback,2,sub-Feed-3.png,1,1,1,1
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",Feedback,3,sub-Feed-3.png,1,1,1,1
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",Feedback,4,sub-Feed-3.png,0,0,1,0
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",Feedback,5,sub-Feed-3.png,0,0,1,0
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",Feedback,6,sub-Feed-3.png,0,1,1,1
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",Feedback,7,sub-Feed-3.png,1,1,1,1
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",Feedback,8,sub-Feed-3.png,0,1,0,0
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",Feedback,9,sub-Feed-3.png,1,0,0,0
a person looking sad,celebA,subjective,"""sad"", ""serious"", ""unhappy"", ""worried"", ""downcast"", ""tired"", ""pensive""","""smiling"", ""happy"", ""laughing"", ""cheerful"", ""playful"", ""confident"", ""joyful""",Feedback,10,sub-Feed-3.png,0,1,1,1
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",CLIP,1,sub-Clip-4.png,0,0,0,0
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",CLIP,2,sub-Clip-4.png,1,1,1,1
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",CLIP,3,sub-Clip-4.png,0,0,1,0
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",CLIP,4,sub-Clip-4.png,1,0,0,0
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",CLIP,5,sub-Clip-4.png,0,0,0,0
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",CLIP,6,sub-Clip-4.png,0,0,0,0
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",CLIP,7,sub-Clip-4.png,1,0,0,0
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",CLIP,8,sub-Clip-4.png,1,1,0,1
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",CLIP,9,sub-Clip-4.png,0,0,0,0
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",CLIP,10,sub-Clip-4.png,0,0,0,0
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",Feedback,1,sub-Feed-4.png,1,1,1,1
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",Feedback,2,sub-Feed-4.png,0,1,1,1
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",Feedback,3,sub-Feed-4.png,0,0,0,0
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",Feedback,4,sub-Feed-4.png,0,0,1,0
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",Feedback,5,sub-Feed-4.png,1,1,0,1
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",Feedback,6,sub-Feed-4.png,0,0,1,0
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",Feedback,7,sub-Feed-4.png,0,0,0,0
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",Feedback,8,sub-Feed-4.png,0,0,1,0
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",Feedback,9,sub-Feed-4.png,0,0,0,0
a person looking suspicious,celebA,subjective,"""serious"", ""nervous"", ""frowning"", ""secretive"", ""watchful"", ""cautious"", ""hesitant""","""smiling"", ""relaxed"", ""happy"", ""friendly"", ""open"", ""confident"", ""joyful""",Feedback,10,sub-Feed-4.png,1,1,1,1
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",CLIP,1,sub-Clip-5.png,0,1,1,1
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",CLIP,2,sub-Clip-5.png,1,0,0,0
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",CLIP,3,sub-Clip-5.png,0,0,1,0
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",CLIP,4,sub-Clip-5.png,0,0,0,0
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",CLIP,5,sub-Clip-5.png,1,0,0,0
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",CLIP,6,sub-Clip-5.png,0,0,0,0
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",CLIP,7,sub-Clip-5.png,0,1,0,0
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",CLIP,8,sub-Clip-5.png,1,1,1,1
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",CLIP,9,sub-Clip-5.png,0,0,0,0
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",CLIP,10,sub-Clip-5.png,0,0,0,0
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",Feedback,1,sub-Feed-5.png,1,1,1,1
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",Feedback,2,sub-Feed-5.png,0,1,0,0
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",Feedback,3,sub-Feed-5.png,1,1,1,1
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",Feedback,4,sub-Feed-5.png,1,1,1,1
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",Feedback,5,sub-Feed-5.png,0,1,1,1
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",Feedback,6,sub-Feed-5.png,0,0,1,0
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",Feedback,7,sub-Feed-5.png,0,1,1,1
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",Feedback,8,sub-Feed-5.png,0,0,0,0
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",Feedback,9,sub-Feed-5.png,0,0,0,0
a person looking tired,celebA,subjective,"""tired"", ""sleepy"", ""uncomfortable"", ""serious"", ""weary"", ""fatigued"", ""drowsy""","""energetic"", ""smiling"", ""happy"", ""confident"", ""alert"", ""playful"", ""cheerful""",Feedback,10,sub-Feed-5.png,0,1,1,1
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",CLIP,1,sub-Clip-6.png,1,1,1,1
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",CLIP,2,sub-Clip-6.png,1,1,1,1
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",CLIP,3,sub-Clip-6.png,1,1,1,1
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",CLIP,4,sub-Clip-6.png,0,0,0,0
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",CLIP,5,sub-Clip-6.png,0,0,0,0
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",CLIP,6,sub-Clip-6.png,0,1,0,0
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",CLIP,7,sub-Clip-6.png,1,1,1,1
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",CLIP,8,sub-Clip-6.png,1,1,1,1
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",CLIP,9,sub-Clip-6.png,1,0,1,1
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",CLIP,10,sub-Clip-6.png,1,1,1,1
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",Feedback,1,sub-Feed-6.png,1,1,1,1
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",Feedback,2,sub-Feed-6.png,1,1,1,1
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",Feedback,3,sub-Feed-6.png,1,1,1,1
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",Feedback,4,sub-Feed-6.png,1,1,1,1
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",Feedback,5,sub-Feed-6.png,1,1,0,1
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",Feedback,6,sub-Feed-6.png,1,1,1,1
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",Feedback,7,sub-Feed-6.png,1,1,1,1
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",Feedback,8,sub-Feed-6.png,1,1,1,1
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",Feedback,9,sub-Feed-6.png,0,1,1,1
a person looking confident,celebA,subjective,"""confident"", ""serious"", ""assertive"", ""upright posture"", ""determined"", ""focused"", ""self-assured""","""nervous"", ""shy"", ""worried"", ""timid"", ""hesitant"", ""uncertain"", ""distracted""",Feedback,10,sub-Feed-6.png,1,1,1,1